,Metal_Dopant_1 Relative Atomic Mass,Metal_Dopant_1 Atomic Number,Metal_Dopant_1 Period,Metal_Dopant_1 Group,Metal_Dopant_1 Ionization Potential,Metal_Dopant_1 Electronegativity,Metal_Dopant_1 Number of d electrons,Metal_Dopant_1 Atomic Radius,Metal_Dopant_2 Relative Atomic Mass,Metal_Dopant_2 Atomic Number,Metal_Dopant_2 Period,Metal_Dopant_2 Group,Metal_Dopant_2 Ionization Potential,Metal_Dopant_2 Electronegativity,Metal_Dopant_2 Number of d electrons,Metal_Dopant_2 Atomic Radius,Metal_Dopant_3 Relative Atomic Mass,Metal_Dopant_3 Atomic Number,Metal_Dopant_3 Period,Metal_Dopant_3 Group,Metal_Dopant_3 Ionization Potential,Metal_Dopant_3 Electronegativity,Metal_Dopant_3 Number of d electrons,Metal_Dopant_3 Atomic Radius,Metal_Dopant_4 Relative Atomic Mass,Metal_Dopant_4 Atomic Number,Metal_Dopant_4 Period,Metal_Dopant_4 Group,Metal_Dopant_4 Ionization Potential,Metal_Dopant_4 Electronegativity,Metal_Dopant_4 Number of d electrons,Metal_Dopant_4 Atomic Radius,Metal_1_Proportion,Metal_2_Proportion,Metal_3_Proportion,Metal_4_Proportion,Hydrothermal Temp degree,Hydrothermal Time min,Hydrothermal Strring,Strong Reductant in liquid,Weak Reductant in liquid,Mixed in solid or liquired,Annealing Temp degree,Annealing Time min,Annealing Stirring,Annealing Inert,Annealing Reductive,Acid wash or not,Catalyst_Loading mg cm -2,Support Material Loading mg cm -2,support not carbon,Glassy Carbon_0/Carbon Paper_1,Proton Concentration M,Current Density mA cm-2,Test Time h
Metal_Dopant_4 Period,0.0,0.0,0.0,1.3905956125992528e-06,0.0,1.346035198228394e-06,0.0,1.8001480895499817e-06,0.0,0.0,0.0,3.7547650327725053e-06,1.3244259286086226e-06,1.2291112330211662e-05,1.9024023015464393e-14,2.6513055739086763e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4249381994629792e-14,0.0,0.0,0.0,6.437481188550446e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.682898752010938e-15,2.3391863678315073e-14,0.0,0.0,0.0,0.0,6.412616115661394e-17
Metal_Dopant_4 Group,0.01945547139472565,0.0,0.0,0.05095759113821113,0.04601995423631154,0.024940845658132513,0.11794931607360223,0.039147292901713954,0.009427989841481469,0.017313507246848995,0.0,0.18472847646640647,0.016912738996420658,0.013104091791196761,0.028136759336868194,0.04365570144024155,0.05330308546967221,0.0,0.0,0.0,0.026818215643451743,0.03761664131833937,0.03187894274561037,0.028891904313297998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16956999599676784,0.05064773096048225,0.013724323141577626,0.0,0.0229646551994579,0.03330191407591239,0.04199722998196453,0.0,0.008397023999525922,0.0,0.052519062178318254,0.0434963467813009,0.0,0.0,0.0,0.0,0.041688668669541976,0.031659397070210434,0.0,0.0,0.005292145188751036,0.015245450763472937,0.0026430392561448183
Metal_Dopant_4 Ionization Potential,0.06783258878803414,0.0,0.0,0.07908567395543209,0.07768999487121941,0.0827136472647438,0.3360483547952003,0.24623350698026034,0.036555805455269944,0.15621437085579787,0.0,0.26765930609368915,0.04678176288453834,0.025796554979497236,0.05422006420942399,0.05740986999265265,0.0601213834289354,0.0,0.0,0.0,0.055219442562893524,0.03559796510006869,0.10552259896404402,0.055826074946852954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4826423476628812,0.15582948235570981,0.0635380224951016,0.0,0.09131551868991593,0.07822186726087066,0.06500085496325024,0.0,0.02021752472889038,0.0,0.05550899490840038,0.1184371280415829,0.0,0.0,0.0,0.0,0.07944733244916931,0.07641651166726252,0.0,0.0,0.014112127821851233,0.03585844514180385,0.004797739948888188
Metal_Dopant_4 Electronegativity,0.03646249488846822,0.0,0.0,0.07037819873744189,0.07476720561284847,0.044197134306007475,0.15190092562768095,0.10460342982046358,0.014771737616222698,0.0216522038242962,0.0,0.028784171709782855,0.027412087523282436,0.016667845806554376,0.07308710120443929,0.1538857255926883,0.04638288154082213,0.0,0.0,0.0,0.027263040357889127,0.05038111962883359,0.11443816130526853,0.03986279534054689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30250241638150943,0.025904624538261485,0.02597412988420841,0.0,0.099146437929334,0.052193778731188314,0.07353273860621708,0.0,0.02601625670368045,0.0,0.02686902382182078,0.0735082434314322,0.0,0.0,0.0,0.0,0.03531822130494638,0.031790903677801026,0.0,0.0,0.01421987273605245,0.015158695411540734,0.004452828995916273
Metal_Dopant_4 Number of d electrons,0.10298780215548149,0.0,0.0,0.13472572178793324,0.11004034812460764,0.0625194933944531,0.3041865023604474,0.19690856258132636,0.047837920254816195,0.07257363929543505,0.0,0.19279346859589797,0.058141814580358234,0.0658016607949802,0.14497108527626137,0.10008097109133153,0.10533014883446673,0.0,0.0,0.0,0.0680992209817146,0.0546088938687889,0.0701176801528988,0.01084599279820671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3914066864456903,0.17822328807052754,0.07677257096871465,0.0,0.09402624367113571,0.10926361299905978,0.07071472763712258,0.0,0.05477381052819382,0.0,0.0958282049260882,0.1397015553047448,0.0,0.0,0.0,0.0,0.10040521058220683,0.06376751744737741,0.0,0.0,0.025162137517273527,0.06738038314669341,0.011677872460035345
Metal_Dopant_4 Atomic Radius,0.11864893799230156,0.0,0.0,0.20211395035296595,0.1207652745319519,0.1461638471491989,0.39753598345851454,0.26416365357069016,0.07192355230750754,0.07661294487516242,0.0,0.10469365414980704,0.11028753606476836,0.18764830672163554,0.1441351775704525,0.13203307750627308,0.563787717793046,0.0,0.0,0.0,0.09507294828504646,0.11758935177315644,0.15278923480431789,0.09912427094819148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48789104349517615,0.23413563376444105,0.3468309127669037,0.0,0.17933646101667772,0.1269897257320656,0.09894081575036917,0.0,0.043607219253278755,0.0,0.10987257006169912,0.22409241046149397,0.0,0.0,0.0,0.0,0.1410191970919991,0.184108649516547,0.0,0.0,0.030969114514621157,0.09449739297853296,0.007074807069235363
Metal_1_Proportion,0.5122062198095777,0.3553169533777416,0.43928306779267395,0.6507034002061012,0.6344407301666294,0.6393787046025395,0.0,1.0,0.6565634659115637,0.45921701968364276,0.4722216108667304,0.4986177757153417,0.7232250967860743,0.5977992734052127,0.595331491390613,0.6739349835561397,0.814553410886167,0.3700426252156985,0.2914675369298086,0.3875548175628836,0.5232843174472889,0.5940770334922713,0.6730700665185945,0.5784997729177773,0.3406792347451033,0.5100717101254175,0.0,0.16956999599676784,0.4826423476628812,0.30250241638150943,0.3914066864456903,0.48789104349517615,0.0,0.6609589778915645,0.5323496433924159,0.0,0.711702275250808,0.852185382477109,0.7700125445959147,0.4314974216146776,0.38238035987484637,0.560224886492064,0.36850462497779773,0.6706216240252628,0.048278246229034545,0.23810910884210384,0.0,0.6318462113292618,0.5153420084252416,0.8387875302049022,0.43760792790126996,0.6222481881965884,0.3936352859139471,0.47361757239517827,0.06162356152820475
Metal_2_Proportion,0.48771712035735915,0.3250066974598838,0.1572049219984783,0.5283835296755559,0.5702924391486323,0.7468368606493857,0.71044090142229,0.7413997563406667,0.3965003447145228,0.32536658124596746,0.16001301036816443,0.28891241475908436,0.5278253031394678,0.3556057258206164,0.5889292473568896,0.48376958037707707,0.46002434176784085,0.2836070722570458,0.18191205923871606,0.22918187175853091,0.3903637454084096,0.34865032503171806,0.563794696083992,0.7809040989120484,0.039492014333855456,0.11162984175663494,1.4249381994629792e-14,0.05064773096048225,0.15582948235570981,0.025904624538261485,0.17822328807052754,0.23413563376444105,0.6609589778915645,0.0,0.3976236244804121,1.4249381994629792e-14,0.6610960633540022,0.7528584599493894,0.33326679038461565,0.3447346110108672,0.2199352303584059,0.26680522519560373,0.3379423698687823,0.615023219554295,0.025126254170461965,0.4360967098146228,0.5658392118433461,0.20340978452778607,0.6036992564334794,0.7021425177659141,0.030099656693906258,0.12357202104752964,0.5958895926721478,0.4146718140219311,0.09040422277175775
Metal_3_Proportion,0.23406164032098478,0.11659630031587125,0.24862942622869583,0.3141795751283186,0.2800212923557197,0.3777887097273888,0.47957570228939295,0.43386013344812485,0.32311961608431805,0.3297287620974594,0.06457205567472364,0.23566328649509755,0.2527148291376168,0.2799764077655187,0.26855023646786547,0.30891270415959726,0.4014126551398957,0.13819955790573588,0.07565978711724601,0.199267079363508,0.45897606591958534,0.22294880096255928,0.425544674771657,0.2649652400735583,0.04814940771196395,0.04350240640223216,0.0,0.013724323141577626,0.0635380224951016,0.02597412988420841,0.07677257096871465,0.3468309127669037,0.5323496433924159,0.3976236244804121,0.0,0.0,0.38050898405955924,0.35232410251893675,0.15737195470984366,0.1082397092609236,0.10977180188553158,0.07965617337124409,0.17374680200119058,0.2724793066900082,0.0012744652728970977,0.16446252315670337,0.5255779056289132,0.07798148783027455,0.36377379688508643,0.35700536278084655,0.027221887567343273,0.1465805445121092,0.13899925870643748,0.3905057732953091,0.0488132130271394
Metal_4_Proportion,0.0,0.0,0.0,1.3905956125992528e-06,0.0,1.346035198228394e-06,0.0,1.8001480895499817e-06,0.0,0.0,0.0,3.7547650327725053e-06,1.3244259286086226e-06,1.2291112330211662e-05,1.9024023015464393e-14,2.6513055739086763e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4249381994629792e-14,0.0,0.0,0.0,6.437481188550446e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.682898752010938e-15,2.3391863678315073e-14,0.0,0.0,0.0,0.0,6.412616115661394e-17
Hydrothermal Temp degree,0.39760734447199514,0.19830590889840347,0.11155767637907137,0.5910984122624074,0.6193810689548955,0.46825778369349474,0.508604848947734,0.5971275462867228,0.34728862848694414,0.22350928867607878,0.08266441248565636,0.280574918026959,0.3731073711174886,0.4000615386362826,0.5323914321844377,0.44801804025798125,0.5703187283405698,0.1382434572969284,0.08271137993948462,0.16365072882958934,0.23145055636093978,0.536736107207411,0.29104993389382555,0.6691653503652082,0.024757580699065185,0.048345110859567504,0.0,0.0229646551994579,0.09131551868991593,0.099146437929334,0.09402624367113571,0.17933646101667772,0.711702275250808,0.6610960633540022,0.38050898405955924,0.0,0.0,0.6275469540588406,0.2600374117231935,0.1785204083027989,0.26308265467024194,0.21429967838845726,0.3773725370841358,0.5659539905770824,0.006559681255180439,0.3483600795121744,0.5478660833583182,0.38552132771443615,0.582560954670833,0.5765843660192467,0.03444155003907796,0.08503471878896898,0.34696779981246134,0.45329965192664884,0.10545948626330715
Hydrothermal Time min,0.3752978125560083,0.3320637352098287,0.09662481456974872,0.5064907807452381,0.5911556850974885,0.9344761918919947,0.5191833851062996,0.6109614897485782,0.40044153679355615,0.2779391482553732,0.11238362770457339,0.25252206620672357,0.47699742078210844,0.47696763171019596,0.4595708783778783,0.4590555273122368,0.4421249893652786,0.12874263708390224,0.05005435271072929,0.1416986990286086,0.24830646474987084,0.3730609381904863,0.4282649510528576,0.42793200682171023,0.013535099357451818,0.03574398970675467,6.437481188550446e-15,0.03330191407591239,0.07822186726087066,0.052193778731188314,0.10926361299905978,0.1269897257320656,0.852185382477109,0.7528584599493894,0.35232410251893675,6.437481188550446e-15,0.6275469540588406,0.0,0.28283363409599127,0.2300206158492438,0.2152893081765375,0.20292344397007928,0.36847616835816555,0.5628253396930317,0.04232124450069433,0.3757008493488848,0.452970254590519,0.13524678322732056,0.7071360657905965,0.5172614017812589,0.04850374263442225,0.10182225731888704,0.32800254834959053,0.5170399364702393,0.09644177167834099
Hydrothermal Strring,0.3044128630665951,0.18309197418921697,0.12482184339136594,0.242386319235698,0.28552890715103113,0.5313946345453932,0.0,0.22137682400866873,0.24862018286991822,0.1534806059187423,0.07648225131635568,0.43715307538541687,0.24162934049957221,0.13993768568554588,0.15429090065781367,0.23260784979267543,0.24850661773706964,0.05293168784103152,0.046916786030333585,0.1532153152128896,0.07488356606468437,0.22916734888893828,0.1696636361596921,0.1446445845880945,0.02300344737498522,0.06704702565577127,0.0,0.04199722998196453,0.06500085496325024,0.07353273860621708,0.07071472763712258,0.09894081575036917,0.7700125445959147,0.33326679038461565,0.15737195470984366,0.0,0.2600374117231935,0.28283363409599127,0.0,0.1090785092537815,0.1313525560211704,0.0964621170640725,0.17841880772545696,0.3481198402923634,0.0313587458461071,0.08894947660276939,0.2508868821681441,0.22169221051040322,0.38675683853212917,0.2062664125371535,0.09090718199959465,0.12053054535396729,0.08314062769369736,0.18819580306796155,0.07724250361665315
Strong Reductant in liquid,0.22539685089301403,0.0,0.0,0.2492259789229996,0.18997380601970895,0.12196494627708894,0.3620733513619031,0.24382540823462134,0.12008653994158736,0.12088675469797866,0.0,0.14401868047109673,0.08397118846745076,0.13737821985838577,0.1916089257557237,0.23901153484441953,0.19730555957562088,0.0,0.0,0.0,0.11274658600366431,0.1351434284063659,0.16186020107749335,0.1098302872242749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4314974216146776,0.3447346110108672,0.1082397092609236,0.0,0.1785204083027989,0.2300206158492438,0.1090785092537815,0.0,0.06799202508766211,0.0,0.15151084127794698,0.2680320362646948,0.0,0.0,0.0,0.0,0.22916142445613394,0.22650665094959974,0.0,0.0,0.051260712811479335,0.14688669335357168,0.019762115260963265
Weak Reductant in liquid,0.13829654864712143,0.1694050515121111,0.02624992855143902,0.7335047746292095,0.1570548400269494,0.15527925479306856,0.2990771989265908,0.34219821365361014,0.13298292978480722,0.12334650968356456,0.052178605196281265,0.08144719251944069,0.23597763858552204,0.19870885506360314,0.1598524299663754,0.22205490362253935,0.22598485760581052,0.057142414521392834,0.10930850790000227,0.03551349369795325,0.13021397732628334,0.1694906922629169,0.06218506057980689,0.11325793553910081,0.003546557803096995,0.0006904124853656018,0.0,0.008397023999525922,0.02021752472889038,0.02601625670368045,0.05477381052819382,0.043607219253278755,0.38238035987484637,0.2199352303584059,0.10977180188553158,0.0,0.26308265467024194,0.2152893081765375,0.1313525560211704,0.06799202508766211,0.0,0.07379026000293569,0.0961639849048995,0.20644085573853643,0.003956909204462353,0.05608867021731868,0.26573653285176896,0.15750248976150596,0.3054832319221378,0.262883264143627,0.011312611147343225,0.07644139168585526,0.05577920524442807,0.19456431040867028,0.018916647239086464
Mixed in solid or liquired,0.15304335568885397,0.0,0.0,0.261949641826075,0.2382370041364156,0.1663727600000026,0.46085062710285507,0.37226082634516033,0.07102551796352621,0.18206030189878422,0.0,0.31143790362774226,0.11892706032141848,0.10377256919181298,0.20749546229934532,0.14568643219719835,0.09542774235783846,0.0,0.0,0.0,0.10919190963989917,0.11925802437362555,0.11781253207982402,0.09806901377811611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.560224886492064,0.26680522519560373,0.07965617337124409,0.0,0.21429967838845726,0.20292344397007928,0.0964621170640725,0.0,0.07379026000293569,0.0,0.16276638359311432,0.2539396380402284,0.0,0.0,0.0,0.0,0.11306922744252935,0.2146296572391488,0.0,0.0,0.04097265022733737,0.14225955728417264,0.010105984783480796
Annealing Temp degree,0.2776168079114104,0.15698700309838562,0.06332095322944699,0.34273035192331947,0.2699404849107552,0.28062515731781174,0.21996867475865153,0.3083674251643755,0.17266494191231394,0.1292078522975189,0.0322492289988737,0.17956009945112242,0.2609196082415305,0.2654942761564406,0.5251700053367347,0.19162773451847218,0.2111239405295587,0.05293025416315912,0.022207703335543363,0.13412906272488703,0.16348039738848572,0.17564592217373107,0.15635811375399003,0.2744877654258834,0.01871249494984575,0.03304317796335775,0.0,0.052519062178318254,0.05550899490840038,0.02686902382182078,0.0958282049260882,0.10987257006169912,0.36850462497779773,0.3379423698687823,0.17374680200119058,0.0,0.3773725370841358,0.36847616835816555,0.17841880772545696,0.15151084127794698,0.0961639849048995,0.16276638359311432,0.0,0.3891989023613765,0.01073957976622056,0.2818221842509045,0.23872842032810898,0.10723862931711187,0.7599203862178426,0.3447035640469903,0.025170955863616683,0.051068545907894884,0.30998122257450256,0.5636657771328659,0.3953561402397724
Annealing Time min,0.4086302164748045,0.29961960787052844,0.12601638147476157,0.4696610291497263,0.44863709449540523,0.3850402913640181,0.4125675735580344,0.4277002766103499,0.307571003183942,0.2570356765797174,0.1061175120369913,0.36536808293729883,0.39161981717390854,0.39784192843223454,0.5608720573304227,0.4642465250246675,0.34914526443634264,0.2077807453470336,0.17064833763396975,0.3168685984117852,0.2747933054481502,0.36079062875403106,0.35372600060366577,0.30560801081452055,0.025314743943725158,0.08996624170445276,0.0,0.0434963467813009,0.1184371280415829,0.0735082434314322,0.1397015553047448,0.22409241046149397,0.6706216240252628,0.615023219554295,0.2724793066900082,0.0,0.5659539905770824,0.5628253396930317,0.3481198402923634,0.2680320362646948,0.20644085573853643,0.2539396380402284,0.3891989023613765,0.0,0.0358782090019388,0.24343910834429244,0.5175497605974041,0.34320734962842814,0.6050770959968382,0.529636055826118,0.13485668690265398,0.1362232967696913,0.4273601933055085,0.4600620047609233,0.06381175379157757
Annealing Stirring,0.11233266966202897,0.0,0.0,0.008844255752985444,0.04336230595760399,0.010158021177197267,0.027006147673453978,0.0072844336418655346,0.009209109745918122,0.00568683743432026,0.0,0.010138388348996852,0.00491828032200111,0.005854603623032884,0.003915022167073947,0.006105653353054511,0.0065336368989926666,0.0,0.0,0.0,0.004690478255914457,0.007435253718337107,0.010756651835006034,0.0062535227680375165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048278246229034545,0.025126254170461965,0.0012744652728970977,0.0,0.006559681255180439,0.04232124450069433,0.0313587458461071,0.0,0.003956909204462353,0.0,0.01073957976622056,0.0358782090019388,0.0,0.0,0.0,0.0,0.009144928312300845,0.004943478133977556,0.0,0.0,0.0028204369379780103,0.004931566979317323,0.0031394410207015206
Annealing Inert,0.15482163278263014,0.0,0.0,0.23225634382971616,0.20632395020711083,0.0530417589837342,0.2649820639934421,0.3512337009906729,0.06629008041110951,0.0827959149318394,0.0,0.0593343578811603,0.1159580108339775,0.18610145918923016,0.21240360692098312,0.1527393632595066,0.11320295847964894,0.0,0.0,0.0,0.0854458444034629,0.07237891009611862,0.2617572807554675,0.16255083371255943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23810910884210384,0.4360967098146228,0.16446252315670337,0.0,0.3483600795121744,0.3757008493488848,0.08894947660276939,0.0,0.05608867021731868,0.0,0.2818221842509045,0.24343910834429244,0.0,0.0,0.12553292922053633,0.0,0.6100910288424092,0.12810645679339375,0.0,0.03842407351919652,0.1307171825080322,0.25333403446060965,0.038454127530765166
Annealing Reductive,0.5543838643554576,0.0,0.0,0.3223599594499026,0.44333168479580704,0.848453528851331,0.0,0.45243373391358427,0.5042228387936014,0.31799811964713337,0.1296897223994715,0.28262337769332535,0.5426055428669123,0.2893096582686745,0.5617893283949836,0.6157786746616639,0.7622892903679254,0.0,0.0,0.19974597325147997,0.2812701255379866,0.0,0.338814247311902,0.18088574645240846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5658392118433461,0.5255779056289132,0.0,0.5478660833583182,0.452970254590519,0.2508868821681441,0.0,0.26573653285176896,0.0,0.23872842032810898,0.5175497605974041,0.0,0.12553292922053633,0.0,0.0,0.4879595578052673,0.545563078714174,0.0,0.0,0.247759467601688,0.43965647518030887,0.09430348925167754
Acid wash or not,0.139326355027479,0.0,0.0,0.290805757443725,0.25225764597422723,0.2870299608299363,0.6594804784401406,0.24126769072551543,0.2894063112521162,0.18685192082027072,0.0,0.13445335009515394,0.14400633401253862,0.21582237524236972,0.19468726507735684,0.18452038057316805,0.2052506491188715,0.0,0.0,0.0,0.21122393866759434,0.13037894461941998,0.2911159243307261,0.1709644983427139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6318462113292618,0.20340978452778607,0.07798148783027455,0.0,0.38552132771443615,0.13524678322732056,0.22169221051040322,0.0,0.15750248976150596,0.0,0.10723862931711187,0.34320734962842814,0.0,0.0,0.0,0.0,0.2156272435824739,0.19064394600617413,0.0,0.5458765990839202,0.06401603000282978,0.05832062999164201,0.028515841465191073
Catalyst_Loading mg cm -2,0.48871432836991935,0.28463184232635597,0.10008706221980102,0.5462403037183747,0.5665178359761812,0.2954776249621305,0.41175356261838436,0.6041944813678665,0.4172817821319023,0.2139351846725743,0.052690678716173334,0.4461776183930855,0.49969828815995204,0.4389144273149322,0.47874944228347377,0.49476215071569923,0.39477874869968094,0.1603565310987374,0.07210580945341795,0.18124922112862898,0.2342412141824335,0.41735096531159205,0.3745724320401213,0.39437477567689166,0.020688638098527345,0.06444674660723725,2.682898752010938e-15,0.041688668669541976,0.07944733244916931,0.03531822130494638,0.10040521058220683,0.1410191970919991,0.5153420084252416,0.6036992564334794,0.36377379688508643,2.682898752010938e-15,0.582560954670833,0.7071360657905965,0.38675683853212917,0.22916142445613394,0.3054832319221378,0.11306922744252935,0.7599203862178426,0.6050770959968382,0.009144928312300845,0.6100910288424092,0.4879595578052673,0.2156272435824739,0.0,0.44226210728500576,0.04483050869506844,0.20930343637088664,0.43764966007913925,0.6557770554342913,0.17048797785871303
Support Material Loading mg cm -2,0.40365284234670123,0.31900193998743087,0.06860777919378194,0.45371593264686155,0.34820109343366135,0.5120410397829697,0.8658727921139419,0.5904663301123989,0.2279587752052127,0.28343406804846283,0.09918023392339743,0.2237826745637182,0.41400977106346776,0.2947695081487381,0.4338467585331127,0.3620489596259419,0.3688122122416859,0.18562646212381276,0.14027786226393793,0.14982958533835566,0.333192167549821,0.5646913455246337,0.3885766663275168,0.5488587078136149,0.01246842795239043,0.04005694820807822,2.3391863678315073e-14,0.031659397070210434,0.07641651166726252,0.031790903677801026,0.06376751744737741,0.184108649516547,0.8387875302049022,0.7021425177659141,0.35700536278084655,2.3391863678315073e-14,0.5765843660192467,0.5172614017812589,0.2062664125371535,0.22650665094959974,0.262883264143627,0.2146296572391488,0.3447035640469903,0.529636055826118,0.004943478133977556,0.12810645679339375,0.545563078714174,0.19064394600617413,0.44226210728500576,0.0,0.04892543157069328,0.08571594909265487,0.14900114466205985,0.31806537545748814,0.06878473149101877
support not carbon,0.03967105277509453,0.0,0.0,0.039485924246645994,0.0461492745856924,0.03531138972516838,0.12225421650162889,0.08766437509387656,0.013258955075195032,0.0320976315414924,0.0,0.027859571534552652,0.041672889748931435,0.02738330579273019,0.035002070268710675,0.05280694165106079,0.07255297756619111,0.0,0.0,0.0,0.06580045632233171,0.027592707825912836,0.03524505210841083,0.005898767745875626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43760792790126996,0.030099656693906258,0.027221887567343273,0.0,0.03444155003907796,0.04850374263442225,0.09090718199959465,0.0,0.011312611147343225,0.0,0.025170955863616683,0.13485668690265398,0.0,0.0,0.0,0.0,0.04483050869506844,0.04892543157069328,0.0,0.0,0.005300773423353684,0.04772355092437293,0.004138324881077753
Glassy Carbon_0/Carbon Paper_1,0.08314461732721659,0.0,0.0,0.22059744000083556,0.1367031298446874,0.17369440466160177,0.36422210413643136,0.24532982821390606,0.12564127839816647,0.14349699842103233,0.520808767938535,0.1149232915842878,0.0766418407147952,0.13646944439498768,0.12699002745143464,0.12253621955969032,0.36576721915852284,0.0,0.0,0.0401553725072541,0.5102302770641204,0.14854978615834086,0.06047643707826863,0.04105445761884107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6222481881965884,0.12357202104752964,0.1465805445121092,0.0,0.08503471878896898,0.10182225731888704,0.12053054535396729,0.0,0.07644139168585526,0.0,0.051068545907894884,0.1362232967696913,0.0,0.03842407351919652,0.0,0.5458765990839202,0.20930343637088664,0.08571594909265487,0.0,0.0,0.10001557888488842,0.0551075346868037,0.008917369520148573
Proton Concentration M,0.19589468154660125,0.10100042746233102,0.06513590489855205,0.21701802984385757,0.24987224470875705,0.1310549596054625,0.16512537283533546,0.3312445104927641,0.12849603299918044,0.13352220696555897,0.023089935029931112,0.10889912647208873,0.182719558925974,0.1225796400343207,0.3380770168900473,0.1650074105710554,0.11269197082451803,0.03182030527618209,0.04430311561934128,0.06632079833323005,0.12221771811220637,0.2521077372315541,0.1388177439895816,0.21826524985949752,0.005707111638399963,0.04893367982541451,0.0,0.005292145188751036,0.014112127821851233,0.01421987273605245,0.025162137517273527,0.030969114514621157,0.3936352859139471,0.5958895926721478,0.13899925870643748,0.0,0.34696779981246134,0.32800254834959053,0.08314062769369736,0.051260712811479335,0.05577920524442807,0.04097265022733737,0.30998122257450256,0.4273601933055085,0.0028204369379780103,0.1307171825080322,0.247759467601688,0.06401603000282978,0.43764966007913925,0.14900114466205985,0.005300773423353684,0.10001557888488842,0.0,0.25724919450730827,0.05563226696157435
Current Density mA cm-2,0.36564708573235216,0.19136749862111155,0.0568694849981357,0.16815383939067033,0.34639433175641937,0.30520362564757897,0.24825346178019514,0.32258414220555853,0.29939097964064953,0.13919180178072385,0.09047747761366039,0.19409377102073586,0.3274015802998192,0.26696471562444024,0.3677092763125495,0.28167837557029024,0.3530342456272922,0.051306533188702264,0.2510692824747057,0.028181074016654015,0.21147480972386487,0.2437828979898062,0.2745005974297742,0.2994765400363164,0.12540418881922155,0.04554864695441616,0.0,0.015245450763472937,0.03585844514180385,0.015158695411540734,0.06738038314669341,0.09449739297853296,0.47361757239517827,0.4146718140219311,0.3905057732953091,0.0,0.45329965192664884,0.5170399364702393,0.18819580306796155,0.14688669335357168,0.19456431040867028,0.14225955728417264,0.5636657771328659,0.4600620047609233,0.004931566979317323,0.25333403446060965,0.43965647518030887,0.05832062999164201,0.6557770554342913,0.31806537545748814,0.04772355092437293,0.0551075346868037,0.25724919450730827,0.0,0.18671903632277734
Test Time h,0.16550362094636653,0.03356244555327592,0.003918988285815024,0.039885851739613745,0.06421274633442939,0.12808354935446925,0.03245370976265772,0.05696120550891134,0.054158334635244054,0.04586026992775102,0.004571125567781372,0.02758434772823433,0.05900973571609013,0.0495982060795782,0.08437412052272264,0.1291226105535662,0.05539067489899705,0.00731247317407846,0.0036451250096888655,0.012010780602029196,0.048893597977706135,0.05642323984176691,0.044775774316314,0.08966964694827306,0.0012939313053385484,0.0022634250396196594,6.412616115661394e-17,0.0026430392561448183,0.004797739948888188,0.004452828995916273,0.011677872460035345,0.007074807069235363,0.06162356152820475,0.09040422277175775,0.0488132130271394,6.412616115661394e-17,0.10545948626330715,0.09644177167834099,0.07724250361665315,0.019762115260963265,0.018916647239086464,0.010105984783480796,0.3953561402397724,0.06381175379157757,0.0031394410207015206,0.038454127530765166,0.09430348925167754,0.028515841465191073,0.17048797785871303,0.06878473149101877,0.004138324881077753,0.008917369520148573,0.05563226696157435,0.18671903632277734,0.0
