DOI,Country,Facility,Journal,Impact Factor,Published Date,Cited Times,Number of days until 01/20/2023,Average cited times per day,Metal_Dopant_1,Metal_Dopant_2,Metal_Dopant_3,Metal_Dopant_4,Metal_Dopant_1 Proportion in Precursor ,Metal_Dopant_2 Proportion in Precursor ,Metal_Dopant_3 Proportion in Precursor ,Metal_Dopant_4 Proportion in Precursor ,Hydrothermal Temperature (Celcius degree),Hydrothermal Time (min),Hydrothermal Still/Strring (0/1),Hydrothermal Strong Reductant in Liquid (0/1),Hydrothermal Weak Reductant in Liquid (0/1),Mixed in Solid or Liquid (0/1),Annealing Temperature (Celcius Degree),Annealing Time (min),Annealing Still/Strring (0/1),Annealing Atomosphere Inert (0/1),Annealing Atomosphere Reductive (0/1),Post-processing Acid Wash etc. (0/1),Catalyst Loading (mg cm -2),Support Material Loading (mg cm -2),Support is not Carbon (0/1),Electrode Type_Glassy Carbon/Carbon Paper or Ti Mesh (0/1),LSV Scanning Speed (mV s-1),Electrolyte Proton Concentration (M),Overpotential (mV @10 mA cm-2)
10.1007/s42773-022-00163-0,Peoples R China,Qingdao Univ,BIOCHAR,11.452,7/30/2022,4,174,0.022988506,MDP_1_Na,MDP_2_S,MDP_3_Ru,MDP_4_None,MDP1PP_75_100,MDP2PP_20_30,MDP3PP_0_5,MDP4PP_0,HTEMP_LOWER_THAN_TEMP,HTIME_2880,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_600_800,ATIME_120_180,Annealing Still/Strring_False,Annealing Atomosphere Inert_True,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.1_0.2,SL_0.5_1,Support is not Carbon_False,Carbon Paper,LSV_0_5,EPC_OVER1,533
10.1016/j.jcis.2021.12.150,Peoples R China,Univ Jinan,JOURNAL OF COLLOID AND INTERFACE SCIENCE,9.965,2/17/2022,1,337,0.002967359,MDP_1_Ru,MDP_2_None,MDP_3_None,MDP_4_None,MDP1PP_100,MDP2PP_0,MDP3PP_0,MDP4PP_0,HTEMP_RTEMP,HTIME_60_180,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_800_1000,ATIME_120_180,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_True,Post-processing Acid Wash etc. _False,CL_0.1_0.2,SL_0.5_1,Support is not Carbon_False,Carbon Paper,LSV_0_5,EPC_OVER1,270
10.1016/j.jcis.2021.12.150,Peoples R China,Univ Jinan,JOURNAL OF COLLOID AND INTERFACE SCIENCE,9.965,2/17/2022,1,337,0.002967359,MDP_1_Ru,MDP_2_None,MDP_3_None,MDP_4_None,MDP1PP_100,MDP2PP_0,MDP3PP_0,MDP4PP_0,HTEMP_RTEMP,HTIME_60_180,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_800_1000,ATIME_120_180,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_True,Post-processing Acid Wash etc. _False,CL_0.1_0.2,SL_0.5_1,Support is not Carbon_False,Carbon Paper,LSV_0_5,EPC_OVER1,257
10.1016/j.jcis.2021.12.150,Peoples R China,Univ Jinan,JOURNAL OF COLLOID AND INTERFACE SCIENCE,9.965,2/17/2022,1,337,0.002967359,MDP_1_Ru,MDP_2_None,MDP_3_None,MDP_4_None,MDP1PP_100,MDP2PP_0,MDP3PP_0,MDP4PP_0,HTEMP_RTEMP,HTIME_60_180,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_600_800,ATIME_120_180,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_True,Post-processing Acid Wash etc. _False,CL_0.1_0.2,SL_0.5_1,Support is not Carbon_False,Carbon Paper,LSV_0_5,EPC_OVER1,283
10.1016/j.jcis.2021.12.150,Peoples R China,Univ Jinan,JOURNAL OF COLLOID AND INTERFACE SCIENCE,9.965,2/17/2022,1,337,0.002967359,MDP_1_Ru,MDP_2_None,MDP_3_None,MDP_4_None,MDP1PP_100,MDP2PP_0,MDP3PP_0,MDP4PP_0,HTEMP_RTEMP,HTIME_60_180,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_600_800,ATIME_120_180,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_True,Post-processing Acid Wash etc. _False,CL_0.1_0.2,SL_0.5_1,Support is not Carbon_False,Carbon Paper,LSV_0_5,EPC_OVER1,296
10.1039/D0TA02496A,Peoples R China,Jilin Univ,JOURNAL OF MATERIALS CHEMISTRY A,14.511,6/11/2020,53,953,0.055613851,MDP_1_Ru,MDP_2_Co,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_30_40,MDP3PP_0,MDP4PP_0,HTEMP_200_250,HTIME_360_720,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_800_1000,ATIME_180_360,Annealing Still/Strring_False,Annealing Atomosphere Inert_True,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.05_0.1,SL_0.5_1,Support is not Carbon_False,Glassy Carbon,LSV_0_5,EPC_OVER1,190
10.1039/D0TA02496A,Peoples R China,Jilin Univ,JOURNAL OF MATERIALS CHEMISTRY A,14.511,6/11/2020,53,953,0.055613851,MDP_1_Co,MDP_2_None,MDP_3_None,MDP_4_None,MDP1PP_100,MDP2PP_0,MDP3PP_0,MDP4PP_0,HTEMP_200_250,HTIME_360_720,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_800_1000,ATIME_180_360,Annealing Still/Strring_False,Annealing Atomosphere Inert_True,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.05_0.1,SL_0.5_1,Support is not Carbon_False,Glassy Carbon,LSV_0_5,EPC_OVER1,465
10.1016/j.apcatb.2015.10.009,Spain,CSIC,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,1/13/2016,40,2564,0.015600624,MDP_1_Ti,MDP_2_Pt,MDP_3_Ru,MDP_4_None,MDP1PP_75_100,MDP2PP_0_10,MDP3PP_0_5,MDP4PP_0,HTEMP_150_200,HTIME_180_360,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_200_300,ATIME_60_120,Annealing Still/Strring_False,Annealing Atomosphere Inert_True,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.05_0.1,SL_0.5_1,Support is not Carbon_True,Glassy Carbon,LSV_0_5,EPC_OVER1,327
10.1016/j.apcatb.2015.10.009,Spain,CSIC,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,1/13/2016,40,2564,0.015600624,MDP_1_Ti,MDP_2_Pt,MDP_3_Ir,MDP_4_None,MDP1PP_75_100,MDP2PP_10_20,MDP3PP_0_5,MDP4PP_0,HTEMP_150_200,HTIME_180_360,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_200_300,ATIME_60_120,Annealing Still/Strring_False,Annealing Atomosphere Inert_True,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.1_0.2,SL_0.2_0.5,Support is not Carbon_True,Glassy Carbon,LSV_0_5,EPC_OVER1,226
10.1002/adsu.202000048,USA,Univ Calif Merced,ADVANCED SUSTAINABLE SYSTEMS,6.737,5/15/2020,5,980,0.005102041,MDP_1_Ce,MDP_2_None,MDP_3_None,MDP_4_None,MDP1PP_100,MDP2PP_0,MDP3PP_0,MDP4PP_0,HTEMP_150_200,HTIME_720_1440,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_RT,ATIME_0,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.05,SL_0.2_0.5,Support is not Carbon_False,Glassy Carbon,LSV_0_5,EPC_OVER1,343
10.1002/adsu.202000048,USA,Univ Calif Merced,ADVANCED SUSTAINABLE SYSTEMS,6.737,5/15/2020,5,980,0.005102041,MDP_1_Ce,MDP_2_None,MDP_3_None,MDP_4_None,MDP1PP_100,MDP2PP_0,MDP3PP_0,MDP4PP_0,HTEMP_150_200,HTIME_720_1440,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_RT,ATIME_0,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.05,SL_0.2_0.5,Support is not Carbon_False,Glassy Carbon,LSV_0_5,EPC_OVER1,622
10.1002/cctc.201900926,Peoples R China,China Univ Geosci Wuhan,CHEMCATCHEM,5.501,12/6/2019,15,1141,0.013146363,MDP_1_Co,MDP_2_Ir,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_0_10,MDP3PP_0,MDP4PP_0,HTEMP_RTEMP,HTIME_180_360,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_800_1000,ATIME_120_180,Annealing Still/Strring_False,Annealing Atomosphere Inert_True,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.1_0.2,SL_0.1_0.2,Support is not Carbon_False,Glassy Carbon,LSV_0_5,EPC_OVER1,331
10.1016/S1872-2067(21)63856-1,Peoples R China,Fudan Univ,CHINESE JOURNAL OF CATALYSIS,12.92,12/2/2021,10,414,0.024154589,MDP_1_Ru,MDP_2_Pb,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_20_30,MDP3PP_0,MDP4PP_0,HTEMP_LOWER_THAN_TEMP,HTIME_1440_2880,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_500_600,ATIME_60_120,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.2_0.3,SL_0_0.1,Support is not Carbon_False,Glassy Carbon,LSV_0_5,EPC_OVER1,221
10.1016/S1872-2067(21)63856-1,Peoples R China,Fudan Univ,CHINESE JOURNAL OF CATALYSIS,12.92,12/2/2021,10,414,0.024154589,MDP_1_Ru,MDP_2_Pb,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_10_20,MDP3PP_0,MDP4PP_0,HTEMP_LOWER_THAN_TEMP,HTIME_1440_2880,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_500_600,ATIME_60_120,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.2_0.3,SL_0_0.1,Support is not Carbon_False,Glassy Carbon,LSV_0_5,EPC_OVER1,191
10.1016/S1872-2067(21)63856-1,Peoples R China,Fudan Univ,CHINESE JOURNAL OF CATALYSIS,12.92,12/2/2021,10,414,0.024154589,MDP_1_Ru,MDP_2_Pb,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_10_20,MDP3PP_0,MDP4PP_0,HTEMP_LOWER_THAN_TEMP,HTIME_1440_2880,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_500_600,ATIME_60_120,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.2_0.3,SL_0_0.1,Support is not Carbon_False,Glassy Carbon,LSV_0_5,EPC_OVER1,217
10.1016/S1872-2067(21)63856-1,Peoples R China,Fudan Univ,CHINESE JOURNAL OF CATALYSIS,12.92,12/2/2021,10,414,0.024154589,MDP_1_Ru,MDP_2_Pb,MDP_3_None,MDP_4_None,MDP1PP_100,MDP2PP_0,MDP3PP_0,MDP4PP_0,HTEMP_LOWER_THAN_TEMP,HTIME_1440_2880,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_500_600,ATIME_60_120,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.2_0.3,SL_0_0.1,Support is not Carbon_False,Glassy Carbon,LSV_0_5,EPC_OVER1,285
10.1002/anie.201909369,Peoples R China,Univ Sci & Technol China,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,9/30/2019,79,1208,0.065397351,MDP_1_Li,MDP_2_Se,MDP_3_Ir,MDP_4_None,MDP1PP_75_100,MDP2PP_10_20,MDP3PP_5_15,MDP4PP_0,HTEMP_50_100,HTIME_180_360,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_1200_1000,ATIME_720_1440,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_1_5,SL_0,Support is not Carbon_False,Carbon Paper,LSV_0_5,EPC_OVER1,184
10.1002/anie.201909369,Peoples R China,Univ Sci & Technol China,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,9/30/2019,79,1208,0.065397351,MDP_1_Li,MDP_2_Se,MDP_3_Ir,MDP_4_None,MDP1PP_75_100,MDP2PP_10_20,MDP3PP_5_15,MDP4PP_0,HTEMP_50_100,HTIME_180_360,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_1200_1000,ATIME_720_1440,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_1_5,SL_0,Support is not Carbon_False,Carbon Paper,LSV_0_5,EPC_OVER1,199
10.1039/C2CP44496H,Peoples R China,Chinese Acad Sci,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,3.945,3/5/2013,68,3608,0.018847007,MDP_1_Ir,MDP_2_Sn,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_50_100,HTIME_720_1440,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_True,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_120_180,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.6_1,SL_0,Support is not Carbon_False,Glassy Carbon,LSV_0_5,EPC_OVER1,276
10.1039/C2CP44496H,Peoples R China,Chinese Acad Sci,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,3.945,3/5/2013,68,3608,0.018847007,MDP_1_Ir,MDP_2_Sn,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_20_30,MDP3PP_0,MDP4PP_0,HTEMP_50_100,HTIME_720_1440,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_True,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_120_180,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.6_1,SL_0,Support is not Carbon_False,Glassy Carbon,LSV_0_5,EPC_OVER1,283
10.1039/C2CP44496H,Peoples R China,Chinese Acad Sci,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,3.945,3/5/2013,68,3608,0.018847007,MDP_1_Ir,MDP_2_None,MDP_3_None,MDP_4_None,MDP1PP_100,MDP2PP_0,MDP3PP_0,MDP4PP_0,HTEMP_50_100,HTIME_720_1440,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_True,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_120_180,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.6_1,SL_0,Support is not Carbon_False,Glassy Carbon,LSV_0_5,EPC_OVER1,269
10.1016/j.jpowsour.2013.10.088,Peoples R China,Chinese Acad Sci,JOURNAL OF POWER SOURCES,9.794,3/1/2014,30,3247,0.009239298,MDP_1_Ir,MDP_2_Sn,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_50_100,HTIME_0_60,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_True,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_120_180,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.6_1,SL_0,Support is not Carbon_False,Glassy Carbon,LSV_0_5,EPC_OVER1,233
10.1007/s12678-022-00798-4,South Africa,Univ Western Cape,ELECTROCATALYSIS,2.933,1/15/2023,0,5,0,MDP_1_Ru,MDP_2_Ni,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_20_30,MDP3PP_0,MDP4PP_0,HTEMP_RTEMP,HTIME_0_60,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_300_400,ATIME_120_180,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._True,CL_0.6_1,SL_0,Support is not Carbon_False,Glassy Carbon,LSV_0_5,EPC_OVER1,193
10.1007/s12678-022-00798-4,South Africa,Univ Western Cape,ELECTROCATALYSIS,2.933,1/15/2023,0,5,0,MDP_1_Ru,MDP_2_Ni,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_10_20,MDP3PP_0,MDP4PP_0,HTEMP_RTEMP,HTIME_0_60,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_300_400,ATIME_120_180,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._True,CL_0.6_1,SL_0,Support is not Carbon_False,Glassy Carbon,LSV_0_5,EPC_OVER1,193
10.1007/s12678-022-00798-4,South Africa,Univ Western Cape,ELECTROCATALYSIS,2.933,1/15/2023,0,5,0,MDP_1_Ru,MDP_2_Ni,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_10_20,MDP3PP_0,MDP4PP_0,HTEMP_RTEMP,HTIME_0_60,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_300_400,ATIME_120_180,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._True,CL_0.6_1,SL_0,Support is not Carbon_False,Glassy Carbon,LSV_0_5,EPC_OVER1,189
10.1007/s12678-022-00798-4,South Africa,Univ Western Cape,ELECTROCATALYSIS,2.933,1/15/2023,0,5,0,MDP_1_Ru,MDP_2_Ni,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_0_10,MDP3PP_0,MDP4PP_0,HTEMP_RTEMP,HTIME_0_60,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_300_400,ATIME_120_180,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._True,CL_0.6_1,SL_0,Support is not Carbon_False,Glassy Carbon,LSV_0_5,EPC_OVER1,203
10.1007/s12678-022-00798-4,South Africa,Univ Western Cape,ELECTROCATALYSIS,2.933,1/15/2023,0,5,0,MDP_1_Ru,MDP_2_None,MDP_3_None,MDP_4_None,MDP1PP_100,MDP2PP_0,MDP3PP_0,MDP4PP_0,HTEMP_RTEMP,HTIME_0_60,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_300_400,ATIME_120_180,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._True,CL_0.6_1,SL_0,Support is not Carbon_False,Glassy Carbon,LSV_0_5,EPC_OVER1,193
10.3390/catal9040318,South Africa,Univ Western Cape,CATALYSTS,4.501,5/27/2019,22,1334,0.016491754,MDP_1_Na,MDP_2_Ir,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_0_10,MDP3PP_0,MDP4PP_0,HTEMP_RTEMP,HTIME_0_60,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_120_180,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.3_0.6,SL_0,Support is not Carbon_False,Glassy Carbon,LSV_0_5,EPC_OVER1,278
10.3390/catal9040318,South Africa,Univ Western Cape,CATALYSTS,4.501,5/27/2019,22,1334,0.016491754,MDP_1_Na,MDP_2_Ir,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_0_10,MDP3PP_0,MDP4PP_0,HTEMP_RTEMP,HTIME_0_60,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_300_400,ATIME_120_180,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.3_0.6,SL_0,Support is not Carbon_False,Glassy Carbon,LSV_0_5,EPC_OVER1,242
10.3390/catal9040318,South Africa,Univ Western Cape,CATALYSTS,4.501,5/27/2019,22,1334,0.016491754,MDP_1_Na,MDP_2_Ir,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_0_10,MDP3PP_0,MDP4PP_0,HTEMP_RTEMP,HTIME_0_60,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_300_400,ATIME_120_180,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.3_0.6,SL_0,Support is not Carbon_False,Glassy Carbon,LSV_0_5,EPC_OVER1,221
10.3390/catal9040318,South Africa,Univ Western Cape,CATALYSTS,4.501,5/27/2019,22,1334,0.016491754,MDP_1_Na,MDP_2_Ir,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_0_10,MDP3PP_0,MDP4PP_0,HTEMP_RTEMP,HTIME_0_60,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_300_400,ATIME_120_180,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.3_0.6,SL_0,Support is not Carbon_False,Glassy Carbon,LSV_0_5,EPC_OVER1,240
10.1039/c8ta09534e,Peoples R China,Shenzhen Univ,JOURNAL OF MATERIALS CHEMISTRY A,14.511,1/22/2019,38,1459,0.026045236,MDP_1_S,MDP_2_Ni,MDP_3_Fe,MDP_4_None,MDP1PP_75_100,MDP2PP_0_10,MDP3PP_0_5,MDP4PP_0,HTEMP_RTEMP,HTIME_60_180,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_1200_1000,ATIME_120_180,Annealing Still/Strring_False,Annealing Atomosphere Inert_True,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.3_0.6,SL_0,Support is not Carbon_False,Glassy Carbon,LSV_0_5,EPC_OVER1,547
10.1002/cctc.201900926,Peoples R China,China Univ Geosci Wuhan,CHEMCATCHEM,5.501,12/6/2019,15,1141,0.013146363,MDP_1_Ir,MDP_2_None,MDP_3_None,MDP_4_None,MDP1PP_100,MDP2PP_0,MDP3PP_0,MDP4PP_0,HTEMP_RTEMP,HTIME_180_360,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_800_1000,ATIME_120_180,Annealing Still/Strring_False,Annealing Atomosphere Inert_True,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.3_0.6,SL_0,Support is not Carbon_False,Glassy Carbon,LSV_0_5,EPC_OVER1,360
10.1002/anie.201909369,Peoples R China,Univ Sci & Technol China,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,9/30/2019,79,1208,0.065397351,MDP_1_Li,MDP_2_Se,MDP_3_Ir,MDP_4_None,MDP1PP_75_100,MDP2PP_10_20,MDP3PP_5_15,MDP4PP_0,HTEMP_50_100,HTIME_180_360,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_1200_1000,ATIME_720_1440,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.2_0.3,SL_0,Support is not Carbon_False,Carbon Paper,LSV_0_5,EPC_OVER1,224
10.1007/s12274-022-4337-z,Peoples R China,Univ Sci & Technol China,NANO RESEARCH,10.269,5/14/2022,2,251,0.007968127,MDP_1_B,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_30_40,MDP3PP_0,MDP4PP_0,HTEMP_150_200,HTIME_360_720,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_300_400,ATIME_120_180,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.1_0.2,SL_0,Support is not Carbon_False,Glassy Carbon,LSV_0_5,EPC_OVER1,256
